AREA,INDICADOR,REGIAO,COD_IBGE,MICROREGIAO,2016,2017,2018,2019
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2502052,Bernardino Batista,63,59.8,73,90.3
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2502102,Boa Ventura,11.5,11.9,17.9,34.2
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2502151,Boa Vista,28.7,33.1,36.3,30.7
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2502201,Bom Jesus,0,0,1.5,15
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2502300,Bom Sucesso,16.5,18.9,26.5,23.6
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2502409,Bonito de Santa Fé,20.3,18.7,21.2,22.3
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2502508,Boqueirão,12.7,14.7,17.1,17.2
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2502607,Igaracy,10.4,28,32,33.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2502706,Borborema,16.5,24.8,38.5,11.2
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2502805,Brejo do Cruz,18.9,20.2,34.2,39.6
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2502904,Brejo dos Santos,32.7,34.2,34,40.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2503001,Caaporã,22.9,24.1,21.5,20.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2503100,Cabaceiras,12.7,19.6,20.3,21.1
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2503209,Cabedelo,18.7,26.1,24.2,26.8
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2503308,Cachoeira dos Índios,15.7,16.8,19.3,22.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2503407,Cacimba de Areia,0,0,0,0
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2503506,Cacimba de Dentro,20.9,25.3,24.4,35.3
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2503555,Cacimbas,0,0,0,2.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2503605,Caiçara,43.3,46.4,47.9,56.2
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2503704,Cajazeiras,17,17.3,20.9,27.3
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2503753,Cajazeirinhas,37.6,40.2,36.1,29.3
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2503803,Caldas Brandão,22.8,29.8,32.6,33.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2503902,Camalaú,26.8,33.6,40.5,41.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2504009,Campina Grande,21.6,23.2,23.9,27.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2504033,Capim,0.2,1.2,13.8,26.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2504074,Caraúbas,34.7,35.3,32.3,37.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2504108,Carrapateira,0,20.4,13.7,12.3
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2504157,Casserengue,15.8,13.1,17.6,39.6
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2504207,Catingueira,17.6,23.8,32.1,33.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2504306,Catolé do Rocha,25.9,28.8,24.7,25.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2504355,Caturité,22.5,25.6,28.5,37.8
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2504405,Conceição,11.7,14.3,9.9,14.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2504504,Condado,7.4,8.3,11,10.6
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2504603,Conde,25.5,16.1,23,31
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2504702,Congo,31.3,28.1,29.2,26.7
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2504801,Coremas,7.2,15.1,13.8,19.8
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2504850,Coxixola,3.7,0,0,18.1
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2504900,Cruz do Espírito Santo,4.8,13.3,20.2,29.3
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2505006,Cubati,20.1,32,28.9,28.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2505105,Cuité,38.2,35.9,37.9,45
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2505204,Cuitegi,27.1,39.5,43.9,53
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2505238,Cuité de Mamanguape,24.5,30.8,32.7,54.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2505279,Curral de Cima,0.7,28.3,1,38
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2505303,Curral Velho,41.1,50,60.4,68.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2505352,Damião,31.1,40.8,44.3,51.1
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2505402,Desterro,16.3,22.7,29.5,32.3
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2505501,Vista Serrana,0,0,0,0
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2505600,Diamante,14.9,26.9,30.2,42
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2505709,Dona Inês,18.5,25.4,27.1,35.6
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2505808,Duas Estradas,16.3,15.4,22.2,18.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2505907,Emas,32.8,63.4,56.4,66.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2506004,Esperança,10.8,14.2,14,16.7
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2506103,Fagundes,23.6,14.5,15.8,21.3
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2506202,Frei Martinho,21.3,22.7,31.7,25.2
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2506251,Gado Bravo,19.3,23.9,25.8,31.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2506301,Guarabira,32.8,26.2,34.3,36.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2506400,Gurinhém,16.7,24.3,22.4,22.3
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2506509,Gurjão,60.7,66,121.1,78.1
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2506608,Ibiara,57.7,54.9,55.3,63.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2506707,Imaculada,8.8,10.9,12.1,28.7
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2506806,Ingá,8.3,17.8,23.4,25.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2506905,Itabaiana,10.5,24.9,29.2,39.2
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2507002,Itaporanga,20.8,21.2,21.7,24.7
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2507101,Itapororoca,20,32.3,30,30.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2507200,Itatuba,13.1,14,32.5,30.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2507309,Jacaraú,16.7,28.7,36.7,37.1
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2507408,Jericó,23.2,35.3,35.9,30.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2507507,João Pessoa,19.7,21.1,22.7,25.1
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2507606,Juarez Távora,23.3,27.9,34.9,28.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2507705,Juazeirinho,10.1,10.7,13.4,12.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2507804,Junco do Seridó,4.6,2.7,4.7,5.1
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2507903,Juripiranga,24.4,31,39.7,43.8
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2508000,Juru,22.2,25.9,30.3,35.1
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2508109,Lagoa,15.1,17,25.8,18
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2508208,Lagoa de Dentro,27.2,31.3,46.3,51.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2508307,Lagoa Seca,19.6,22.9,26.1,30.6
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2508406,Lastro,27.3,16.9,22.3,26.1
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2508505,Livramento,9,12.8,19.2,19
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2508554,Logradouro,31.4,40.5,32.7,36.8
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2508604,Lucena,25.2,31,35.5,42.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2508703,Mãe d'Água,14.2,14.7,23.6,34.7
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2508802,Malta,17.7,23.4,19.1,17.8
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2508901,Mamanguape,2.4,4,3.9,9.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2509008,Manaíra,10.9,15.2,23.8,24.6
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2509057,Marcação,0,1.7,3.9,12
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2509107,Mari,7.8,18,27.7,42.7
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2509156,Marizópolis,22.1,34.8,26.6,20.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2509206,Massaranduba,11.9,17.5,18.9,22.8
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2509305,Mataraca,20.3,27.3,31.2,40.6
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2509339,Matinhas,13.9,17.5,25.4,20.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2509370,Mato Grosso,6.2,19.8,33.3,33.1
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2509396,Maturéia,15.6,37.4,47.7,48
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2509404,Mogeiro,21.1,25.7,23.1,27.8
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2509503,Montadas,11.2,0,0,0
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2509602,Monte Horebe,18.4,18.8,26,34.8
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2509701,Monteiro,19.5,24.4,26.4,33.1
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2509800,Mulungu,5,11.3,9.9,9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2509909,Natuba,40.6,50,58.4,74.2
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2510006,Nazarezinho,15.8,24.7,17.4,20.6
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2510105,Nova Floresta,21.8,24.1,22.6,23.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2510204,Nova Olinda,54.5,76,98.6,136.3
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2510303,Nova Palmeira,38.4,50.3,54.5,64.6
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2510402,Olho d'Água,13.1,19.8,21.5,24.2
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2510501,Olivedos,0.5,0,0,0
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2510600,Ouro Velho,28,31.8,39.6,27.7
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2510659,Parari,45.9,41.2,29.9,26.3
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2510709,Passagem,31.3,35.6,36.9,26.7
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2510808,Patos,23.4,24.8,25.8,27.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2510907,Paulista,27.9,37.6,34.5,38.1
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2511004,Pedra Branca,12.9,32.5,33,31.1
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2511103,Pedra Lavrada,34.5,41.5,43.2,41.7
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2511202,Pedras de Fogo,27.6,29.9,36,43
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2511301,Piancó,17.7,27.2,21,22.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2511400,Picuí,20.6,29.5,31.7,38.7
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2511509,Pilar,44.1,35.8,49,50.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2511608,Pilões,18.6,21.5,25.9,25.1
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2511707,Pilõezinhos,12.4,20.1,10.3,14.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2511806,Pirpirituba,13.8,16.4,20,30.6
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2511905,Pitimbu,10.8,16.9,21.4,24.3
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2512002,Pocinhos,16.7,23.5,23.5,14.6
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2512036,Poço Dantas,33.9,51.3,63.6,60.2
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2512077,Poço de José de Moura,67.3,65.4,68.9,65.1
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2512101,Pombal,31.6,29.5,27,34.7
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2512200,Prata,19.3,7.7,11.8,46.6
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2512309,Princesa Isabel,13.9,19.2,26.7,29.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2512408,Puxinanã,0.4,16.1,23.6,29.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2512507,Queimadas,21.4,29.3,36.6,41.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2512606,Quixaba,32.7,41.4,45.2,43.3
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2512705,Remígio,21.4,24.2,25.4,24.1
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2512721,Pedro Régis,6.7,12.2,14.2,11.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2512747,Riachão,42.7,52,54.4,51.6
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2512754,Riachão do Bacamarte,21.2,44.3,52.9,52.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2512762,Riachão do Poço,27.3,37,36.3,59.1
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2512788,Riacho de Santo Antônio,40.1,54.6,43.4,34.8
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2512804,Riacho dos Cavalos,24.5,30.6,28.6,33.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2512903,Rio Tinto,30.8,37.7,41.3,41.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2513000,Salgadinho,6.2,17.2,25.6,40
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2513109,Salgado de São Félix,45.2,63.5,68.7,74.3
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2513158,Santa Cecília,23.4,32.1,30.3,40.7
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2513208,Santa Cruz,19.4,29.3,20.3,23.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2513307,Santa Helena,54,51.3,68.1,72.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2513356,Santa Inês,16,20.8,20.5,16.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2513406,Santa Luzia,29.5,32.9,30.8,39.1
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2513505,Santana de Mangueira,16.1,17.4,14.5,20.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2513604,Santana dos Garrotes,37.7,28.7,18.7,72.3
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2513653,Joca Claudino,103.4,104.7,134,162.8
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2513703,Santa Rita,17.8,20.8,22.7,28.1
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2513802,Santa Teresinha,14.4,12,37.4,32.2
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2513851,Santo André,43,44.4,47.4,45.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2513901,São Bento,27,29.1,36.3,36.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2513927,São Bentinho,17.7,22.1,41.2,31.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2513943,São Domingos do Cariri,39.1,43.6,46.8,21.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2513968,São Domingos,37.7,25.5,32.4,33.3
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2513984,São Francisco,40,34.3,36.1,39.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2514008,São João do Cariri,34.7,43.2,57.3,66.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2514107,São João do Tigre,45.6,42,47,51.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2514206,São José da Lagoa Tapada,14.4,11.2,11.6,10.3
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2514305,São José de Caiana,32.8,38.3,44,54.8
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2514404,São José de Espinharas,20,23.7,30.6,37.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2514453,São José dos Ramos,29.9,30.6,6.6,49.6
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2514503,São José de Piranhas,8.5,11.1,19.6,25
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2514552,São José de Princesa,0.5,0.5,6.7,29
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2514602,São José do Bonfim,21.9,25.1,18.4,11.3
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2514651,São José do Brejo do Cruz,57.4,79.3,97.4,104.2
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2514701,São José do Sabugi,58,72,66.7,63.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2514800,São José dos Cordeiros,16.8,21.6,24.6,24.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2514909,São Mamede,52.7,48.4,46.2,46.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2515005,São Miguel de Taipu,5.1,14.8,25.6,20.2
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2515104,São Sebastião de Lagoa de Roça,15.6,12.9,14.6,5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2515203,São Sebastião do Umbuzeiro,49,51.2,51,46.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2515302,Sapé,14.7,22.6,27.1,28.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2515401,São Vicente do Seridó,18.1,19.7,23.4,27
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2515500,Serra Branca,11.5,17.2,10.1,14.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2515609,Serra da Raiz,33.3,60.2,54.2,65.3
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2515708,Serra Grande,46.8,30.6,62.7,70.8
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2515807,Serra Redonda,6,6.8,18.6,16.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2515906,Serraria,5.6,18.3,19,20.1
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2515930,Sertãozinho,27.4,29.2,25.9,39.7
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2515971,Sobrado,14.3,17.5,23.1,40.6
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2516003,Solânea,12,13.1,12.7,18.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2516102,Soledade,21.5,24.5,27,20.6
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2516151,Sossêgo,29.8,37.6,35.7,35.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2516201,Sousa,6.8,8.9,8.4,8.5
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2516300,Sumé,30.7,27.9,37.8,41.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2516409,Tacima,40.3,42.7,50.9,50.6
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2516508,Taperoá,21.3,24.3,27.9,35.7
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2516607,Tavares,22.8,29.4,24.4,23.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2516706,Teixeira,24.5,27.9,23.5,26.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2516755,Tenório,42.9,49.7,47,41.8
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2516805,Triunfo,27.9,29.8,40.7,44.7
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2516904,Uiraúna,11.1,20.5,19.8,20.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2517001,Umbuzeiro,23.9,39.6,40,38.4
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2517100,Várzea,29.3,35.3,33.3,36.8
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2517209,Vieirópolis,31.8,44.4,45.5,51.9
Educação,TX_INEP_CRECHE_0_3_MUN,Paraíba,2517407,Zabelê,38.7,45.5,42,49.1
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2600054,Abreu e Lima,8.5,7.9,7.5,8.1
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2600104,Afogados da Ingazeira,21,21.6,22.9,24.6
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2600203,Afrânio,4.9,8.6,10,12.3
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2600302,Agrestina,28.1,26.2,28.9,32.8
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2600401,Água Preta,6.3,10.1,12,14.2
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2600500,Águas Belas,3.6,3,4.2,5.4
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2600609,Alagoinha,19.4,20.3,26.2,24.8
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2600708,Aliança,15.3,19.9,18.4,24.2
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2600807,Altinho,14.4,14.5,23.3,25.5
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2600906,Amaraji,9.7,27.4,30.4,40
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2601003,Angelim,9.3,12,14.6,13.1
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2601052,Araçoiaba,17.7,24.8,21.6,28.4
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2601102,Araripina,10.9,12.3,13.1,14.8
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2601201,Arcoverde,17.1,20.7,20.5,20.2
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2601300,Barra de Guabiraba,12.5,10.5,14.6,11.3
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2601409,Barreiros,12.6,11.1,11.6,12.6
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2601508,Belém de Maria,20,16.9,23.6,22.6
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2601607,Belém do São Francisco,20.6,21.1,28.8,29.1
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2601706,Belo Jardim,20,20.4,20.6,21.7
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2601805,Betânia,24,21.9,22.8,26.5
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2601904,Bezerros,25.8,27.8,28.6,29.3
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2602001,Bodocó,15.8,15,19,21.7
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2602100,Bom Conselho,8.2,11.6,13.9,15.1
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2602209,Bom Jardim,14.7,15.7,21.7,28.4
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2602308,Bonito,13.1,12.5,17.4,19.8
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2602407,Brejão,17.5,10.5,16.4,19.3
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2602506,Brejinho,16.6,20.9,19.3,24.4
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2602605,Brejo da Madre de Deus,22.1,28.7,29.1,33.9
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2602704,Buenos Aires,25.9,35.1,38.6,42.6
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2602803,Buíque,4.6,5.1,6.7,6.9
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2602902,Cabo de Santo Agostinho,11.8,13,14.9,14.9
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2603009,Cabrobó,15.9,18.4,19.7,21
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2603108,Cachoeirinha,7.6,6.4,16.9,21.4
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2603207,Caetés,0,0,2.6,3
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2603306,Calçado,11.3,12.7,18.7,26.7
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2603405,Calumbi,27.7,29.9,34.2,41.1
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2603454,Camaragibe,13.7,9.8,14.8,16
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2603504,Camocim de São Félix,23.3,28.5,29.3,32.8
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2603603,Camutanga,26.2,27.4,22.8,34.1
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2603702,Canhotinho,18.6,22.4,22.3,25.4
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2603801,Capoeiras,14.1,22.9,14.8,18.9
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2603900,Carnaíba,20.5,26.8,30,34.8
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2603926,Carnaubeira da Penha,28.8,21.7,30.1,23.7
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2604007,Carpina,25.4,27.3,30.5,30.1
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2604106,Caruaru,13.4,15.2,18.4,21.5
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2604155,Casinhas,38.2,46.5,48.2,47.5
Educação,TX_INEP_CRECHE_0_3_MUN,Pernambuco,2604205,Catende,14.8,14.8,11.4,11.8
